source	balise	occurrence	texte
MTAL_00145_propre_AV	Appellation Courte	1	les Thespiades
MTAL_00145_propre_AV	Appellation Courte	1	les neuf Muses
MTAL_00145_propre_AV	Appellation Courte	1	les quatorze Nations
MTAL_00145_propre_AV	Appellation Courte	1	les quatorze Nations, autour du théâtre de Pompées, sont de Coponius
MTAL_00145_propre_AV	Appellation Courte	1	quatre Satyres
MTAL_00145_propre_AV	Appellation Courte	1	sa Vénus
MTAL_00145_propre_AV	Appellation Courte	2	un Apollon
MTAL_00145_propre_AV	Appellation Courte	1	un Cupidon
MTAL_00145_propre_AV	Appellation Courte	1	un Esculape
MTAL_00145_propre_AV	Appellation Courte	1	un Neptune
MTAL_00145_propre_AV	Appellation Courte	1	un Phaéton
MTAL_00145_propre_AV	Appellation Courte	4	une Diane
MTAL_00145_propre_AV	Appellation Courte	1	une Hécube
MTAL_00145_propre_AV	Appellation Courte	1	une Latone
MTAL_00145_propre_AV	Appellation Courte	1	une Minerve
MTAL_00145_propre_AV	Appellation Courte	4	une Vénus
MTAL_00145_propre_AV	Appellation Structuree	1	Apollon Palatin
MTAL_00145_propre_AV	Appellation Structuree	1	Apollon de Calamis
MTAL_00145_propre_AV	Appellation Structuree	1	Apollon de marbre
MTAL_00145_propre_AV	Appellation Structuree	1	Bacchus d'Eutychidès
MTAL_00145_propre_AV	Appellation Structuree	1	Bacchus de Bryaxis
MTAL_00145_propre_AV	Appellation Structuree	1	Bacchus de Scopas
MTAL_00145_propre_AV	Appellation Structuree	1	Callisthène d'Amphistrate
MTAL_00145_propre_AV	Appellation Structuree	1	Hercule de Ménestrate
MTAL_00145_propre_AV	Appellation Structuree	1	Jupiter Hospitalier
MTAL_00145_propre_AV	Appellation Structuree	2	Jupiter Olympien
MTAL_00145_propre_AV	Appellation Structuree	2	Jupiter d'ivoire
MTAL_00145_propre_AV	Appellation Structuree	1	Vénus de Cnide
MTAL_00145_propre_AV	Appellation Structuree	1	Vénus de Praxitèle
MTAL_00145_propre_AV	Appellation Structuree	1	Vénus des Jardins
MTAL_00145_propre_AV	Appellation Structuree	1	Vénus par Philiscus
MTAL_00145_propre_AV	Appellation Structuree	1	en obsidienne des statues massives du dieu Auguste
MTAL_00145_propre_AV	Appellation Structuree	1	figure de Silène
MTAL_00145_propre_AV	Appellation Structuree	1	figures de dieux
MTAL_00145_propre_AV	Appellation Structuree	1	images de rois
MTAL_00145_propre_AV	Appellation Structuree	1	lionne de marbre
MTAL_00145_propre_AV	Appellation Structuree	1	pugilistes de Dercylidès
MTAL_00145_propre_AV	Appellation Structuree	1	quadrige de marbre
MTAL_00145_propre_AV	Appellation Structuree	1	quatre éléphants de pierre obsidienne
MTAL_00145_propre_AV	Appellation Structuree	1	sa Minerve d'Athènes
MTAL_00145_propre_AV	Appellation Structuree	1	sphinx d'airain
MTAL_00145_propre_AV	Appellation Structuree	1	statue de Janus
MTAL_00145_propre_AV	Appellation Structuree	1	statue de Memnon
MTAL_00145_propre_AV	Appellation Structuree	1	statue de Ménélas en pierre obsidienne
MTAL_00145_propre_AV	Appellation Structuree	1	statues des Thespiades
MTAL_00145_propre_AV	Appellation Structuree	1	statues du Bon Succès
MTAL_00145_propre_AV	Appellation Enrichie	1	Asarotos oecos (maison non balayée)
MTAL_00145_propre_AV	Appellation Enrichie	1	célèbre Vénus dite Vénus des Jardins
MTAL_00145_propre_AV	Appellation Enrichie	1	groupe renommé de lutteurs
MTAL_00145_propre_AV	Appellation Enrichie	1	nommé Ptéron
MTAL_00145_propre_AV	Appellation Enrichie	1	nommé naissance de Pandore
MTAL_00145_propre_AV	Appellation Enrichie	1	qu'on appelle Thyades
MTAL_00145_propre_AV	Appellation Complexe	1	 Hermérotes, de Tauracus
MTAL_00145_propre_AV	Appellation Complexe	1	 Rome, de Timothée, une Diane placée sur le mont Palatin dans le temple d'Apollon
MTAL_00145_propre_AV	Appellation Complexe	1	Appiades, de Stéphanus
MTAL_00145_propre_AV	Appellation Complexe	1	Au portique d'Octavie est un Apollon
MTAL_00145_propre_AV	Appellation Complexe	1	Bonne Fortune, dans le Capitole
MTAL_00145_propre_AV	Appellation Complexe	1	Centaures portant des Nymphes, d'Arcéslas
MTAL_00145_propre_AV	Appellation Complexe	1	Cupidon nu, placé à Parium
MTAL_00145_propre_AV	Appellation Complexe	1	Cupidon reproché à Verrès par Cicéron
MTAL_00145_propre_AV	Appellation Complexe	1	Cupidon tenant un foudre, dans la curie d'Octavie
MTAL_00145_propre_AV	Appellation Complexe	1	De Praxitèle est encore un Cupidon
MTAL_00145_propre_AV	Appellation Complexe	1	Dédale a fait une Vénus au bain
MTAL_00145_propre_AV	Appellation Complexe	1	Grâces qui sont dans les Propylées d'Athènes: elles ont été faites par un Socrate autre que le peintre
MTAL_00145_propre_AV	Appellation Complexe	1	Hécube placée, à Éphèse, dans le temple de Diane
MTAL_00145_propre_AV	Appellation Complexe	1	I'Océan et Jupiter, d'Eniochus
MTAL_00145_propre_AV	Appellation Complexe	1	Jupiter Hospitalier, de Pamphile
MTAL_00145_propre_AV	Appellation Complexe	1	Jupiter Olympien, Phidias
MTAL_00145_propre_AV	Appellation Complexe	1	Jupiter d'ivoire qui est dans le temple de Métellus
MTAL_00145_propre_AV	Appellation Complexe	1	L'Apollon qui, dans le même temple, tient une lyre, est de Timarchidès
MTAL_00145_propre_AV	Appellation Complexe	1	Laocoon, dans le palais de Titus
MTAL_00145_propre_AV	Appellation Complexe	1	Latone, dans le temple du mont Palatin
MTAL_00145_propre_AV	Appellation Complexe	1	Le Pan et l'Olympus luttant, dans le même lieu, sont d'Héliolore
MTAL_00145_propre_AV	Appellation Complexe	1	Le Panthéon d'Agrippa a été décoré par Diogène d'Athènes, et les Caryatides qui sont aux colonnes de ce temple
MTAL_00145_propre_AV	Appellation Complexe	1	Les Lases montrent aussi une Diane
MTAL_00145_propre_AV	Appellation Complexe	1	Mars colossal, assis, dans le temple de Brutus Callaïcus
MTAL_00145_propre_AV	Appellation Complexe	1	Myron (XXXV, , et qui s'est illustré dans le bronze, on a de lui à Smyrne une vieille femme ivre
MTAL_00145_propre_AV	Appellation Complexe	1	On y admire une colombe qui boit
MTAL_00145_propre_AV	Appellation Complexe	1	Pergame possède de lui un groupe renommé de lutteurs
MTAL_00145_propre_AV	Appellation Complexe	1	Phidias lui-même a travaillé le marbre, et qu'il y a de lui à Rome, dans les édifices d'Octavie XXV, et , une Vénus
MTAL_00145_propre_AV	Appellation Complexe	1	Polycharme une Vénus debout
MTAL_00145_propre_AV	Appellation Complexe	1	Polyclès et le fils de Timarchidès Dionysius ont fait le Jupiter qui est dans le temple voisin
MTAL_00145_propre_AV	Appellation Complexe	1	Scopas est leur rival de gloire. [] Il a fait une Vénus
MTAL_00145_propre_AV	Appellation Complexe	1	Silène, dans les monuments d'Asinius Pollion
MTAL_00145_propre_AV	Appellation Complexe	1	Sosus, qui fit a Pergame l'Asarotos oecos (maison non balayée)
MTAL_00145_propre_AV	Appellation Complexe	1	Tibère rendit aux Héliopolitains, pour leurs cérémonies, une statue de Ménélas en pierre obsidienne
MTAL_00145_propre_AV	Appellation Complexe	1	Vesta assise, fort estimée, et qui est dans les jardins Servliliens
MTAL_00145_propre_AV	Appellation Complexe	1	Vénus consacrée par l'empereur Vespasien dans son temple de la Paix
MTAL_00145_propre_AV	Appellation Complexe	1	Vénus, dans les monuments d'Asinius Pollion
MTAL_00145_propre_AV	Appellation Complexe	1	Vénus, le Désir et un Phaéton, honorés à Samothrace
MTAL_00145_propre_AV	Appellation Complexe	1	Vénus, qui a fait entreprendre à bon nombre de curieux le voyage de Cnide
MTAL_00145_propre_AV	Appellation Complexe	1	Zéthus, Amphion, Dircé, un taureau et le lion, tout cela d'un seul bloc de marbre : ce morceau, d'Apollonius et de Tauriscus
MTAL_00145_propre_AV	Appellation Complexe	1	au temple de la Grande Mère, un ouvrage d'Agoracrite
MTAL_00145_propre_AV	Appellation Complexe	1	bataille des dieux et des géants; sur les semelles, celle des Lapithes et des Centaures
MTAL_00145_propre_AV	Appellation Complexe	1	consacrer à l'intérieur un Jupiter d'ivoire, couronné par un Apollon de marbre
MTAL_00145_propre_AV	Appellation Complexe	1	dans ces écoles d'Octavie beaucoup d'ouvrages qui plaisent, quoique les auteurs en soient inconnus : quatre Satyres
MTAL_00145_propre_AV	Appellation Complexe	1	dans le temple de Cn. Domitius, au cirque Flaminius : Neptune, Thétis, Achille, les Néréides, assises sur des dauphins, des cétacés et des chevaux marins;[] les Tritons, le cortège de Phoreus, des baleines
MTAL_00145_propre_AV	Appellation Complexe	1	dans le temple de Junon, à l'intérieur des portiques d'Octavie, un Esculape
MTAL_00145_propre_AV	Appellation Complexe	1	dans le temple de la Concorde, quatre éléphants de pierre obsidienne
MTAL_00145_propre_AV	Appellation Complexe	1	de Praxitèle Flore, Triptolème, Cérès, dans les jardins Serviliens
MTAL_00145_propre_AV	Appellation Complexe	1	des Ménades et celles qu'on appelle Thyades
MTAL_00145_propre_AV	Appellation Complexe	1	dédié par l'empereur Vespasien Auguste dans le temple de la Paix; il représente le Nil
MTAL_00145_propre_AV	Appellation Complexe	1	groupe dans le temple d'Apollon Sosien, les enfants mourants de Niobé
MTAL_00145_propre_AV	Appellation Complexe	1	il la nomma Némésis; elle fut placée à Rhamnonte
MTAL_00145_propre_AV	Appellation Complexe	1	il représente le Nil avec enfants qui jouent alentour
MTAL_00145_propre_AV	Appellation Complexe	1	l'Hercule, auquel les Carthaginois sacrifiaient tous les ans une victime humaine; il est debout, à terre, au-devant de l'entrée du portique des Nations
MTAL_00145_propre_AV	Appellation Complexe	1	l'historien Callisthène d'Amphistrate, statues placées dans les jardins Serviliens
MTAL_00145_propre_AV	Appellation Complexe	1	les Thespiades, de Cléomène
MTAL_00145_propre_AV	Appellation Complexe	1	lionne de marbre et des Amours ailés jouant avec elle
MTAL_00145_propre_AV	Appellation Complexe	1	oeuvre de Philiscus le Rhodien; de plus, Latone, Diane, les neuf Muses
MTAL_00145_propre_AV	Appellation Complexe	1	portique d'Octavie, dans le temple de Junon, sont une statue de la déesse par Dionysius
MTAL_00145_propre_AV	Appellation Complexe	1	près du temple du Bonheur les statues des Thespiades
MTAL_00145_propre_AV	Appellation Complexe	1	quadrige de marbre fait par Pythis
MTAL_00145_propre_AV	Appellation Complexe	1	statue de Janus consacrée dans le temple de ce dieu
MTAL_00145_propre_AV	Appellation Complexe	1	statues étaient celles d'Apollon, de Diane, d'Hercule et de Minerve
MTAL_00145_propre_AV	Appellation Complexe	1	sur la face convexe du bouclier de la déesse il a gravé le combat des Amazones
MTAL_00145_propre_AV	Appellation Complexe	1	vu en obsidienne des statues massives du dieu Auguste
MTAL_00145_propre_AV	Appellation Complexe	1	à Chios même on a parlé d'une Diane
MTAL_00145_propre_AV	Theme	1	Amours ailés
MTAL_00145_propre_AV	Theme	1	Apollon nu
MTAL_00145_propre_AV	Theme	1	Centaures portant des Nymphes
MTAL_00145_propre_AV	Theme	1	Chiron et Achille
MTAL_00145_propre_AV	Theme	1	Cupidon nu
MTAL_00145_propre_AV	Theme	1	Cupidon tenant un foudre
MTAL_00145_propre_AV	Theme	1	Le Pan et l'Olympus luttant
MTAL_00145_propre_AV	Theme	1	Mars colossal, assis
MTAL_00145_propre_AV	Theme	1	Océan et Jupiter
MTAL_00145_propre_AV	Theme	1	Olympus et Pan
MTAL_00145_propre_AV	Theme	1	Olympus luttant
MTAL_00145_propre_AV	Theme	1	Vesta assise
MTAL_00145_propre_AV	Theme	1	Vénus au bain
MTAL_00145_propre_AV	Theme	1	Vénus debout
MTAL_00145_propre_AV	Theme	1	Vénus nue
MTAL_00145_propre_AV	Theme	1	bataille des dieux et des géants
MTAL_00145_propre_AV	Theme	1	combat des Amazones
MTAL_00145_propre_AV	Theme	1	cortège de Phoreus
MTAL_00145_propre_AV	Theme	1	enfants mourants de Niobé
MTAL_00145_propre_AV	Theme	1	naissance de Pandore
MTAL_00145_propre_AV	Theme Long	1	Jupiter d'ivoire, couronné par un Apollon
MTAL_00145_propre_AV	Theme Long	1	Nil avec enfants qui jouent alentour
MTAL_00145_propre_AV	Theme Long	1	Zéthus, Amphion, Dircé, un taureau et le lion
MTAL_00145_propre_AV	Theme Long	1	Zéthus, Amphion, Dircé, un taureau et le lion, tout cela d'un seul bloc de marbre
MTAL_00145_propre_AV	Theme Long	1	char à quatre chevaux, avec Apollon et Diane
MTAL_00145_propre_AV	Theme Long	1	colombe qui boit
MTAL_00145_propre_AV	Theme Long	1	deux Zéphyres encore qui de leur souffle gonflent leurs vêtements
MTAL_00145_propre_AV	Theme Long	1	vieille femme ivre
MTAL_00209_propre_p1_24_AV	Appellation Courte	1	 Niké,
MTAL_00209_propre_p1_24_AV	Appellation Courte	1	- Apollon,
MTAL_00209_propre_p1_24_AV	Appellation Courte	3	- Bacchus
MTAL_00209_propre_p1_24_AV	Appellation Courte	1	- Bacchus,
MTAL_00209_propre_p1_24_AV	Appellation Courte	1	- Iris
MTAL_00209_propre_p1_24_AV	Appellation Courte	1	- Minerve
MTAL_00209_propre_p1_24_AV	Appellation Courte	1	- Éros
MTAL_00209_propre_p1_24_AV	Appellation Courte	1	- Éros,
MTAL_00209_propre_p1_24_AV	Appellation Courte	1	-Éros
MTAL_00209_propre_p1_24_AV	Appellation Courte	1	. Ganymède,
MTAL_00209_propre_p1_24_AV	Appellation Courte	2	Le Gorgonium
MTAL_00209_propre_p1_24_AV	Appellation Structuree	1	Bacchus
MTAL_00209_propre_p1_24_AV	Appellation Structuree	1	Hermès Criophore
MTAL_00209_propre_p1_24_AV	Appellation Structuree	1	Nymphes Méliades
MTAL_00209_propre_p1_24_AV	Appellation Structuree	1	piédestal de l'Athéné Parthénos de Phidias
MTAL_00209_propre_p1_24_AV	Appellation Structuree	1	tête de Bacchus
MTAL_00209_propre_p1_24_AV	Appellation Structuree	1	vase d'Exekias du Musée Grégorien
MTAL_00209_propre_p1_24_AV	Appellation Enrichie	1	célèbre coupe de Géryon
MTAL_00209_propre_p1_24_AV	Appellation Complexe	1	Amphore bachique). Peint. n. Vulci. - Bacchus barbu
MTAL_00209_propre_p1_24_AV	Appellation Complexe	1	Amphore tyrrh.). Peint. n. Vulci. - Sujet érotique
MTAL_00209_propre_p1_24_AV	Appellation Complexe	1	Amphore à rotules). Peintures jaunes et blanches. Trouvée dans la Pouille. - Minerve debout et casquée
MTAL_00209_propre_p1_24_AV	Appellation Complexe	1	Aryballos sans anse). Peint. jaunes.Basilicate. - Vénus et Adonis
MTAL_00209_propre_p1_24_AV	Appellation Complexe	1	Ces sujets peuvent s'expliquer par Iris qui poursuit Paris
MTAL_00209_propre_p1_24_AV	Appellation Complexe	1	Cyathis). Peint. n. Vu lci. -- Une ménade en course
MTAL_00209_propre_p1_24_AV	Appellation Complexe	1	Cylix). Peint, r. Vulci. Ext. Bacchus
MTAL_00209_propre_p1_24_AV	Appellation Complexe	1	Cylix). Peint. n. Vulci-Ext. Grande tête de Bacchus
MTAL_00209_propre_p1_24_AV	Appellation Complexe	1	Cylix). Peint. r. Vulci. - Ext. Bacchus entre deux satyres et deux ménades
MTAL_00209_propre_p1_24_AV	Appellation Complexe	1	Cylix). Peint. r. Vulci. - Ext. Un mulet ithyphallique
MTAL_00209_propre_p1_24_AV	Appellation Complexe	1	Cylix). Peint. r. Vulci. - Int. Bacchus barbu
MTAL_00209_propre_p1_24_AV	Appellation Complexe	1	Cylix). Peint. r. Vulci.-Ext. Combat entre six éphèbes
MTAL_00209_propre_p1_24_AV	Appellation Complexe	1	Cylix). Peint. rouges. Vulci. -Extérieur. La toilette de Vénus
MTAL_00209_propre_p1_24_AV	Appellation Complexe	1	Ext. - Deux éphèbes auprès d'un cheval
MTAL_00209_propre_p1_24_AV	Appellation Complexe	1	Hydrie ). Peint. n. sur fond blanc.Vu IciMES , Hermès et MAIA
MTAL_00209_propre_p1_24_AV	Appellation Complexe	1	Hydrie). Peint, r. Nola. - Éros, entièrement nu et ailé, poursuit une jeune fille
MTAL_00209_propre_p1_24_AV	Appellation Complexe	1	Icarius et Timandra , comme sur une magnifique coupe du prince de Canino
MTAL_00209_propre_p1_24_AV	Appellation Complexe	1	Int. Bacchus, assis sur un siége
MTAL_00209_propre_p1_24_AV	Appellation Complexe	1	Int. Cyrène ou Ergané
MTAL_00209_propre_p1_24_AV	Appellation Complexe	1	Int. Ganymède
MTAL_00209_propre_p1_24_AV	Appellation Complexe	1	Int. La toilette d'... NESIAORA , Anesidora
MTAL_00209_propre_p1_24_AV	Appellation Complexe	2	Int. Le Gorgonium
MTAL_00209_propre_p1_24_AV	Appellation Complexe	1	Int. Un cheval attaché par la bride
MTAL_00209_propre_p1_24_AV	Appellation Complexe	1	Int. Un satyre barbu et couronné de lierre
MTAL_00209_propre_p1_24_AV	Appellation Complexe	1	Int. Un satyre ithyphallique qui court
MTAL_00209_propre_p1_24_AV	Appellation Complexe	1	Kélebé). Peint. n. Grande-Grèce. - Vulcain ramené au ciel par Bacchus
MTAL_00209_propre_p1_24_AV	Appellation Complexe	1	Lécythus). Peint, n. Sicile. - Deux ménades tenant des crotales et des ceps de vigne
MTAL_00209_propre_p1_24_AV	Appellation Complexe	1	Lécythus). Peint. n. Grande Grèce. - Bacchus
MTAL_00209_propre_p1_24_AV	Appellation Complexe	1	OEnochoé). Peint, r. Basilicate. - Une ménade poursuivie par un jeune bacchant
MTAL_00209_propre_p1_24_AV	Appellation Complexe	1	OEnochoé). Peint, r. Vulci. - Une déesse ailée
MTAL_00209_propre_p1_24_AV	Appellation Complexe	1	On pourrait voir ici le départ d'Hipponoüs, comme dans une peinture de vase
MTAL_00209_propre_p1_24_AV	Appellation Complexe	1	Oxybaphon). Peint, r. Basilicate.- Bacchus jeune est nu et assis sur sa chlamydç
MTAL_00209_propre_p1_24_AV	Appellation Complexe	1	Oxybaphon). Peint, r. Pouille. - Un jeune satyre tenant le tympanum
MTAL_00209_propre_p1_24_AV	Appellation Complexe	1	Oxybaphon). Peint. r. Pouille. - Bacchus jeune est assis sur un siége
MTAL_00209_propre_p1_24_AV	Appellation Complexe	1	Peliké). Peint, r. Nola. - Niké
MTAL_00209_propre_p1_24_AV	Appellation Complexe	1	Peliké). Peint, r. Nola. -Éros s'approche en volant d'un éphèbe drapé et lui apporte une pyxis
MTAL_00209_propre_p1_24_AV	Appellation Complexe	1	Peliké). Peint. r. Nola. - Éros apporte en volant une pyxis
MTAL_00209_propre_p1_24_AV	Appellation Complexe	1	Plusieurs vases peints montrent Vénus accompagnée d'un éphèbe
MTAL_00209_propre_p1_24_AV	Appellation Complexe	1	Quelques vases montrent Bacchus et Apollon réunis
MTAL_00209_propre_p1_24_AV	Appellation Complexe	1	R. Ariadne monte sur un quadrige
MTAL_00209_propre_p1_24_AV	Appellation Complexe	1	R. Bacchus entre deux ménades et deux satyres
MTAL_00209_propre_p1_24_AV	Appellation Complexe	1	R. Cinq satyres courant ou accroupis
MTAL_00209_propre_p1_24_AV	Appellation Complexe	1	R. Course de deux éphèbes nus
MTAL_00209_propre_p1_24_AV	Appellation Complexe	1	R. Les Nymphes Méliades
MTAL_00209_propre_p1_24_AV	Appellation Complexe	1	R. Les trois Grâces, sous la forme de trois ménades
MTAL_00209_propre_p1_24_AV	Appellation Complexe	1	R. T rois ménades et deux satyres ithyphalliques
MTAL_00209_propre_p1_24_AV	Appellation Complexe	1	R. Trois éphèbes drapés
MTAL_00209_propre_p1_24_AV	Appellation Complexe	1	R. Un mulet ithyphallique qui se cabre
MTAL_00209_propre_p1_24_AV	Appellation Complexe	1	R. Un pédotribe appuyé sur un bâton et un éphèbe drapé
MTAL_00209_propre_p1_24_AV	Appellation Complexe	1	R. Un satyre barbu qui poursuit une bacchante
MTAL_00209_propre_p1_24_AV	Appellation Complexe	1	R. Un satyre barbu qui tient une branche de lierre
MTAL_00209_propre_p1_24_AV	Appellation Complexe	1	R. Un satyre et une ménade
MTAL_00209_propre_p1_24_AV	Appellation Complexe	1	R. Un éphèbe drapé
MTAL_00209_propre_p1_24_AV	Appellation Complexe	1	R. Un éphèbe drapé faisant une libation
MTAL_00209_propre_p1_24_AV	Appellation Complexe	1	R. Une ménade entre deux satyres
MTAL_00209_propre_p1_24_AV	Appellation Complexe	1	Scyphus). Peint, jaunes. Pouille. - Iris ou Ni ké entre deux satyres
MTAL_00209_propre_p1_24_AV	Appellation Complexe	1	amphore de très-ancien style, n° , sur laquelle est peint le combat d'Hercule, contre Géryon
MTAL_00209_propre_p1_24_AV	Appellation Complexe	1	bas-relief représentant la naissance de Pandore, qui décorait le piédestal de l'Athéné Parthénos de Phidias
MTAL_00209_propre_p1_24_AV	Appellation Complexe	1	coupe à fond blanc, n° , représentant Minerve et Vulcain, qui président à la toilette d'Anési-dora
MTAL_00209_propre_p1_24_AV	Appellation Complexe	1	coupes représente Apollon et un Niobide; auprès sont Diane et le Pédagogue
MTAL_00209_propre_p1_24_AV	Appellation Complexe	1	coupes à fond blanc ; l'une représente Hercule et Minerve, l'autre une scène de toilette
MTAL_00209_propre_p1_24_AV	Appellation Complexe	1	célèbre coupe de Géryon . Elle représente le combat d 'Achille
MTAL_00209_propre_p1_24_AV	Appellation Complexe	1	groupe de la seconde face de la coupe s'expliquerait par Tyndare et Léda
MTAL_00209_propre_p1_24_AV	Appellation Complexe	1	groupe représente probablement Ménélas et Hélène , plutôt que Tyndare et Léda
MTAL_00209_propre_p1_24_AV	Appellation Complexe	1	l'enlèvement de Céphale, de Tithon ou de Phaëthon par l'Aurore ou par Vénus
MTAL_00209_propre_p1_24_AV	Appellation Complexe	1	montre Acanuis et Éthra
MTAL_00209_propre_p1_24_AV	Appellation Complexe	1	on trouve surles vases Vénus et Apollon associés
MTAL_00209_propre_p1_24_AV	Appellation Complexe	1	reconnu dans ce sujet la naissance de Pandore
MTAL_00209_propre_p1_24_AV	Appellation Complexe	1	sont peints sur le couvercle un griffon en face d'une panthère et un lion opposé à un sphinx
MTAL_00209_propre_p1_24_AV	Appellation Complexe	1	sujets qui représentent un éphèbe poursuivi par une femme ailée
MTAL_00209_propre_p1_24_AV	Appellation Complexe	1	Éros aptère est représenté assis sur un cygne, dans une peinture de vase du Musée de Vienne
MTAL_00209_propre_p1_24_AV	Theme	1	 Génie poursuivant une femme
MTAL_00209_propre_p1_24_AV	Theme	1	Acanuis
MTAL_00209_propre_p1_24_AV	Theme	1	Acanuis et Éthra
MTAL_00209_propre_p1_24_AV	Theme	1	Apollon et un Niobide
MTAL_00209_propre_p1_24_AV	Theme	1	Ariadne monte sur un quadrige
MTAL_00209_propre_p1_24_AV	Theme	2	Bacchus barbu
MTAL_00209_propre_p1_24_AV	Theme	1	Bacchus entre deux ménades et deux satyres
MTAL_00209_propre_p1_24_AV	Theme	1	Bacchus entre deux satyres et deux ménades
MTAL_00209_propre_p1_24_AV	Theme	1	Bacchus et Apollon
MTAL_00209_propre_p1_24_AV	Theme	1	Bacchus jeune est assis
MTAL_00209_propre_p1_24_AV	Theme	1	Bacchus jeune est assis sur un siége
MTAL_00209_propre_p1_24_AV	Theme	1	Bacchus jeune est nu et assis
MTAL_00209_propre_p1_24_AV	Theme	1	Cinq satyres courant
MTAL_00209_propre_p1_24_AV	Theme	1	Combat entre six éphèbes
MTAL_00209_propre_p1_24_AV	Theme	1	Course de deux éphèbes nus
MTAL_00209_propre_p1_24_AV	Theme	1	Deux ménades tenant des crotales
MTAL_00209_propre_p1_24_AV	Theme	1	Dioscures à cheval
MTAL_00209_propre_p1_24_AV	Theme	1	Hercule et Minerve
MTAL_00209_propre_p1_24_AV	Theme	1	Hermès et MAIA
MTAL_00209_propre_p1_24_AV	Theme	1	Héra debout
MTAL_00209_propre_p1_24_AV	Theme	1	Icarius et Timandra
MTAL_00209_propre_p1_24_AV	Theme	1	Iris qui poursuit Paris
MTAL_00209_propre_p1_24_AV	Theme	1	Minerve et Vulcain
MTAL_00209_propre_p1_24_AV	Theme	1	Ménélas et Hélène
MTAL_00209_propre_p1_24_AV	Theme	1	Ni ké entre deux satyres
MTAL_00209_propre_p1_24_AV	Theme	1	Sujet érotique
MTAL_00209_propre_p1_24_AV	Theme	1	T rois ménades et deux satyres ithyphalliques
MTAL_00209_propre_p1_24_AV	Theme	1	Trois éphèbes drapés
MTAL_00209_propre_p1_24_AV	Theme	2	Tyndare et Léda
MTAL_00209_propre_p1_24_AV	Theme	1	Vénus accompagnée d'un éphèbe
MTAL_00209_propre_p1_24_AV	Theme	1	Vénus et Adonis
MTAL_00209_propre_p1_24_AV	Theme	1	Vénus et Apollon
MTAL_00209_propre_p1_24_AV	Theme	1	combat d 'Achille
MTAL_00209_propre_p1_24_AV	Theme	1	combat d'Hercule
MTAL_00209_propre_p1_24_AV	Theme	1	combat entre trois Grecs et trois Amazones
MTAL_00209_propre_p1_24_AV	Theme	1	déesse ailée
MTAL_00209_propre_p1_24_AV	Theme	1	départ d'Hipponoüs
MTAL_00209_propre_p1_24_AV	Theme	1	enlèvement de Céphale
MTAL_00209_propre_p1_24_AV	Theme	1	jeune satyre tenant le tympanum
MTAL_00209_propre_p1_24_AV	Theme	1	ménade en course
MTAL_00209_propre_p1_24_AV	Theme	1	ménade entre deux satyres
MTAL_00209_propre_p1_24_AV	Theme	1	ménade poursuivie par un jeune bacchant
MTAL_00209_propre_p1_24_AV	Theme	2	naissance de Pandore
MTAL_00209_propre_p1_24_AV	Theme	1	pédotribe appuyé sur un bâton et un éphèbe drapé
MTAL_00209_propre_p1_24_AV	Theme	1	satyre barbu et couronné de lierre
MTAL_00209_propre_p1_24_AV	Theme	1	satyre barbu qui poursuit une bacchante
MTAL_00209_propre_p1_24_AV	Theme	1	satyre barbu qui tient une branche de lierre
MTAL_00209_propre_p1_24_AV	Theme	1	satyre et une ménade
MTAL_00209_propre_p1_24_AV	Theme	1	satyre ithyphallique qui court
MTAL_00209_propre_p1_24_AV	Theme	1	scène de l'expédition des Argonautes
MTAL_00209_propre_p1_24_AV	Theme	1	scène de toilette
MTAL_00209_propre_p1_24_AV	Theme	1	toilette d' Hélène
MTAL_00209_propre_p1_24_AV	Theme	1	toilette d'Hélène
MTAL_00209_propre_p1_24_AV	Theme	1	toilette de Vénus
MTAL_00209_propre_p1_24_AV	Theme	1	trois Grâces
MTAL_00209_propre_p1_24_AV	Theme	1	Éthra
MTAL_00209_propre_p1_24_AV	Theme	1	éphèbe drapé
MTAL_00209_propre_p1_24_AV	Theme	1	éphèbe drapé faisant une libation
MTAL_00209_propre_p1_24_AV	Theme	1	éphèbe poursuivi par une femme ailée
MTAL_00209_propre_p1_24_AV	Theme	1	éphèbes auprès d'un cheval
MTAL_00209_propre_p1_24_AV	Theme Long	1	 Bacchus barbu, tient le céras et une branche de lierre
MTAL_00209_propre_p1_24_AV	Theme Long	1	-Éros s'approche en volant d'un éphèbe drapé et lui apporte une pyxis
MTAL_00209_propre_p1_24_AV	Theme Long	1	Apollon, citharède entre deux Heu^ res ou Muses
MTAL_00209_propre_p1_24_AV	Theme Long	1	Bacchus jeune est nu et assis sur sa chlamydç
MTAL_00209_propre_p1_24_AV	Theme Long	1	Bacchus, assis sur un siége
MTAL_00209_propre_p1_24_AV	Theme Long	1	Bacchus, jeune, couché sur une cliné
MTAL_00209_propre_p1_24_AV	Theme Long	1	Bacchus, monté sur un mulet ithyphallique
MTAL_00209_propre_p1_24_AV	Theme Long	1	Cyrène ou Ergané, assise sur un siège, tient un fil
MTAL_00209_propre_p1_24_AV	Theme Long	1	Deux ménades tenant des crotales et des ceps de vigne
MTAL_00209_propre_p1_24_AV	Theme Long	1	Dioscures à cheval venant au secours d'un guerrier renversé
MTAL_00209_propre_p1_24_AV	Theme Long	1	Héra debout, tenant un sceptre
